,CO_UF_RESIDENCIA,NU_IDADE,TP_COR_RACA,TP_NACIONALIDADE,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ESCOLA,TP_ENSINO,IN_TREINEIRO,TP_DEPENDENCIA_ADM_ESC,IN_BAIXA_VISAO,IN_CEGUEIRA,IN_SURDEZ,IN_DISLEXIA,IN_DISCALCULIA,IN_SABATISTA,IN_GESTANTE,IN_IDOSO,TP_PRESENCA_CN,TP_PRESENCA_CH,TP_PRESENCA_LC,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,TP_LINGUA,TP_STATUS_REDACAO,NU_NOTA_COMP1,NU_NOTA_COMP2,NU_NOTA_COMP3,NU_NOTA_COMP4,NU_NOTA_COMP5,NU_NOTA_REDACAO
1140,26,31,1,1,1,7,1,,0,,0,0,0,0,0,0,0,0,1,1,1,438.7,514.1,493.4,0,1.0,140.0,140.0,100.0,120.0,60.0,560.0
1141,24,44,3,1,1,10,1,,0,,0,0,0,0,0,0,0,0,1,1,1,412.7,507.8,516.4,1,1.0,140.0,60.0,80.0,100.0,40.0,420.0
1142,15,20,3,1,1,3,1,,0,,0,0,0,0,0,0,0,0,1,1,1,436.6,459.7,418.0,1,1.0,80.0,100.0,120.0,120.0,100.0,520.0
1143,24,19,3,1,1,1,1,,0,,0,0,0,0,0,0,0,0,1,1,1,504.9,617.2,597.1,0,1.0,120.0,120.0,120.0,100.0,80.0,540.0
1144,33,19,1,1,1,1,1,,0,,0,0,0,0,0,0,0,0,1,1,1,512.1,580.3,569.1,1,1.0,160.0,160.0,160.0,160.0,120.0,760.0
1145,23,19,3,1,1,2,1,,0,,0,0,0,0,0,0,0,0,1,1,1,587.8,621.4,574.4,1,1.0,120.0,120.0,100.0,120.0,60.0,520.0
1146,52,18,1,1,2,0,3,1.0,0,4.0,0,0,0,0,0,0,0,0,1,1,1,605.8,619.8,606.1,0,1.0,180.0,180.0,160.0,160.0,140.0,820.0
1147,22,17,1,1,2,0,3,1.0,0,4.0,0,0,0,0,0,0,0,0,1,1,1,594.8,733.8,615.1,0,1.0,160.0,180.0,160.0,180.0,160.0,840.0
1148,23,16,3,1,3,0,1,,1,,0,0,0,0,0,0,0,0,1,1,1,481.2,366.5,437.1,1,1.0,120.0,120.0,120.0,120.0,100.0,580.0
1149,52,17,1,1,3,0,1,,1,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,
1150,35,17,1,1,3,0,1,,1,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
1151,29,43,2,1,4,0,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
1152,16,23,0,1,1,5,1,,0,,0,0,0,0,0,0,0,0,1,1,1,454.4,388.3,435.7,1,1.0,120.0,100.0,80.0,80.0,40.0,420.0
1153,23,18,1,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,476.7,562.4,503.5,1,1.0,160.0,160.0,160.0,160.0,120.0,760.0
1154,29,19,3,1,3,0,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,
1155,13,22,2,1,1,4,1,,0,,0,0,0,0,0,0,0,0,1,1,1,426.3,483.4,512.5,0,1.0,140.0,140.0,140.0,120.0,80.0,620.0
1156,31,24,3,1,1,7,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
1157,29,16,2,1,3,0,1,,1,,0,0,0,0,0,0,0,0,1,1,1,486.8,476.7,480.3,0,1.0,120.0,120.0,120.0,120.0,80.0,560.0
1158,41,17,1,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,559.1,555.1,582.6,0,1.0,120.0,120.0,120.0,120.0,60.0,540.0
1159,43,33,1,1,1,8,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
1160,33,19,3,1,3,0,1,,0,,0,0,0,0,0,0,0,0,1,1,1,460.1,581.1,540.8,1,1.0,120.0,120.0,120.0,120.0,60.0,540.0
1161,35,17,1,1,3,0,1,,1,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,
1162,41,19,1,1,1,1,1,,0,,0,0,0,0,0,0,0,0,1,1,1,386.5,468.4,499.8,0,1.0,140.0,120.0,120.0,120.0,40.0,540.0
1163,23,24,3,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
1164,15,18,3,1,1,1,1,,0,,0,0,0,0,0,0,0,0,1,1,1,454.5,493.5,515.9,1,1.0,140.0,100.0,80.0,120.0,100.0,540.0
1165,43,25,2,1,2,0,2,3.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,578.7,457.1,413.7,0,1.0,120.0,120.0,80.0,80.0,40.0,440.0
1166,35,29,1,2,1,10,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,
1167,41,23,1,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,468.0,520.2,525.7,0,1.0,120.0,100.0,80.0,100.0,80.0,480.0
1168,23,18,3,1,3,0,1,,0,,0,0,0,0,0,0,0,0,1,1,1,376.1,479.6,407.7,1,1.0,80.0,80.0,80.0,80.0,0.0,320.0
1169,41,20,1,1,1,2,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
1170,29,29,3,1,1,6,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
1171,42,17,1,1,2,0,3,1.0,0,4.0,0,0,0,0,0,1,0,0,1,1,1,537.4,584.4,582.1,1,1.0,120.0,120.0,100.0,120.0,120.0,580.0
1172,31,50,1,1,4,0,1,,0,,0,0,0,0,0,0,0,0,1,1,1,466.0,531.7,488.4,0,1.0,120.0,120.0,80.0,120.0,80.0,520.0
1173,52,18,3,1,1,1,1,,0,,0,0,0,0,0,0,0,0,1,1,1,405.4,361.3,418.0,1,1.0,120.0,100.0,80.0,100.0,0.0,400.0
1174,50,17,1,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,417.1,459.5,384.7,0,1.0,140.0,140.0,140.0,140.0,140.0,700.0
1175,31,18,2,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
1176,22,19,3,2,1,2,1,,0,,0,0,0,0,0,0,0,0,1,1,1,386.9,401.5,371.5,1,1.0,120.0,100.0,80.0,80.0,40.0,420.0
1177,35,18,1,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,381.6,464.0,437.0,0,1.0,120.0,120.0,120.0,120.0,60.0,540.0
1178,32,18,3,1,3,0,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,
1179,41,17,1,1,3,0,1,,1,,0,0,0,0,0,0,0,0,1,1,1,594.8,621.9,665.7,0,1.0,120.0,100.0,120.0,120.0,80.0,540.0
1180,35,17,1,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,582.0,586.6,571.4,0,1.0,160.0,160.0,160.0,140.0,100.0,720.0
1181,28,31,3,1,1,10,1,,0,,0,0,0,0,0,0,0,0,1,1,1,455.1,396.9,459.5,1,1.0,120.0,120.0,120.0,100.0,80.0,540.0
1182,35,17,1,1,2,0,3,1.0,0,4.0,0,0,0,0,0,0,0,0,1,1,1,494.4,553.8,568.8,0,1.0,100.0,80.0,80.0,80.0,100.0,440.0
1183,21,16,3,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
1184,35,18,2,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,494.8,424.2,426.7,0,1.0,80.0,80.0,80.0,80.0,40.0,360.0
1185,35,19,1,1,1,2,1,,0,,0,0,0,0,0,0,0,0,1,1,1,496.9,551.0,581.3,0,1.0,120.0,80.0,120.0,120.0,100.0,540.0
1186,50,17,3,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,534.7,522.7,544.6,0,1.0,120.0,120.0,120.0,120.0,40.0,520.0
1187,23,18,3,2,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,370.5,417.4,446.4,1,6.0,0.0,0.0,0.0,0.0,0.0,0.0
1188,29,31,3,1,1,10,1,,0,,0,0,0,0,0,0,0,0,0,0,1,,,445.0,1,1.0,100.0,80.0,80.0,80.0,60.0,400.0
1189,26,46,2,1,1,10,1,,0,,0,0,0,0,0,0,0,0,1,1,1,448.0,493.4,471.6,1,1.0,120.0,120.0,100.0,120.0,100.0,560.0
1190,35,19,1,1,1,2,1,,0,,0,0,0,0,0,0,0,0,1,1,1,636.5,640.7,615.0,1,1.0,140.0,140.0,120.0,140.0,100.0,640.0
1191,23,18,3,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,502.3,533.6,466.5,1,1.0,80.0,80.0,80.0,80.0,80.0,400.0
1192,21,34,3,1,1,10,1,,0,,0,0,0,0,0,0,0,0,1,1,1,443.5,506.1,467.6,1,1.0,120.0,80.0,80.0,100.0,40.0,420.0
1193,26,17,1,1,2,0,3,1.0,0,4.0,0,0,0,0,0,0,0,0,1,1,1,592.0,635.8,596.7,1,1.0,120.0,140.0,140.0,120.0,80.0,600.0
1194,35,17,1,1,2,0,3,1.0,0,4.0,0,0,0,0,0,0,0,0,1,1,1,398.9,512.9,557.2,1,1.0,120.0,120.0,100.0,140.0,40.0,520.0
1195,13,21,3,1,1,2,1,,0,,0,0,0,0,0,0,0,0,1,1,1,515.1,538.8,466.2,0,1.0,160.0,120.0,120.0,120.0,40.0,560.0
1196,35,40,1,1,4,0,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
1197,23,17,1,1,2,0,3,1.0,0,4.0,0,0,0,0,0,0,0,0,1,1,1,720.0,731.3,621.1,0,1.0,160.0,160.0,200.0,200.0,120.0,840.0
1198,35,16,3,1,3,0,1,,1,,0,0,0,0,0,0,0,0,1,1,1,416.6,467.7,595.9,0,1.0,160.0,180.0,180.0,140.0,140.0,800.0
1199,33,23,3,1,1,6,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,
1200,31,22,2,1,1,4,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,
1201,29,19,1,1,1,1,1,,0,,0,0,0,0,0,0,0,0,1,1,1,497.7,451.9,551.7,0,1.0,120.0,120.0,80.0,100.0,80.0,500.0
1202,22,34,3,1,1,10,1,,0,,0,0,0,0,0,0,0,0,1,1,1,412.9,456.6,375.7,1,1.0,120.0,80.0,100.0,120.0,60.0,480.0
1203,32,24,2,1,2,0,2,3.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,374.3,606.6,547.0,1,1.0,80.0,80.0,80.0,80.0,40.0,360.0
1204,50,26,3,1,1,5,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
1205,31,18,1,1,1,1,1,,0,,0,0,0,0,0,0,0,0,1,1,1,446.9,507.7,436.2,1,1.0,160.0,200.0,200.0,200.0,200.0,960.0
1206,21,19,3,1,1,2,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
1207,31,19,3,1,1,1,1,,0,,0,0,0,0,0,0,0,0,1,1,1,442.0,499.9,480.0,1,1.0,120.0,80.0,100.0,120.0,80.0,500.0
1208,35,20,1,1,1,3,1,,0,,0,0,0,0,0,0,0,0,1,1,1,740.7,654.1,628.8,0,1.0,160.0,140.0,120.0,140.0,100.0,660.0
1209,35,18,1,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,
1210,50,23,3,1,1,5,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
1211,35,24,1,1,1,4,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
1212,43,18,1,1,1,2,1,,0,,0,0,0,0,0,0,0,0,1,1,1,510.1,593.3,609.9,1,1.0,120.0,100.0,100.0,120.0,120.0,560.0
1213,25,16,3,1,3,0,1,,1,,0,0,0,0,0,0,0,0,1,1,1,455.2,426.9,484.2,1,1.0,120.0,100.0,100.0,120.0,120.0,560.0
1214,41,19,0,1,4,0,1,,0,,0,0,0,0,0,0,0,0,1,1,1,461.3,457.9,408.6,1,1.0,120.0,100.0,80.0,80.0,60.0,440.0
1215,21,19,3,1,1,2,1,,0,,0,0,0,0,0,0,0,0,1,1,1,387.7,528.0,437.7,1,1.0,120.0,80.0,80.0,80.0,40.0,400.0
1216,29,18,3,2,1,1,1,,0,,0,0,0,0,0,0,0,0,1,1,1,450.7,523.4,543.7,1,1.0,140.0,120.0,120.0,120.0,40.0,540.0
1217,29,24,2,1,1,7,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
1218,50,34,3,1,1,10,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
1219,35,19,2,1,1,2,1,,0,,0,0,0,0,0,0,0,0,1,1,1,578.0,567.7,592.4,0,1.0,140.0,140.0,120.0,140.0,60.0,600.0
1220,52,20,3,1,1,2,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,
1221,42,17,1,1,2,0,2,1.0,0,1.0,0,0,0,0,0,0,0,0,1,1,1,630.8,655.3,668.8,0,1.0,160.0,200.0,200.0,200.0,180.0,940.0
1222,42,17,1,1,2,0,3,1.0,0,4.0,0,0,0,0,0,0,0,0,1,1,1,453.2,661.2,630.7,0,1.0,140.0,160.0,160.0,160.0,100.0,720.0
1223,13,17,3,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,483.3,587.1,577.7,1,1.0,140.0,100.0,120.0,140.0,100.0,600.0
1224,43,16,3,1,3,0,1,,1,,0,0,0,0,0,0,0,0,1,1,1,441.7,444.4,427.8,1,1.0,120.0,120.0,80.0,100.0,60.0,480.0
1225,29,43,2,1,1,4,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
1226,29,17,3,2,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,575.8,599.4,601.8,0,1.0,120.0,100.0,120.0,100.0,80.0,520.0
1227,26,23,1,1,1,5,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,
1228,29,30,0,1,1,10,1,,0,,0,0,0,0,0,0,0,0,1,1,1,468.1,616.7,586.7,0,1.0,140.0,140.0,120.0,160.0,80.0,640.0
1229,31,19,3,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,392.0,368.7,360.1,1,1.0,60.0,60.0,20.0,40.0,40.0,220.0
1230,31,17,3,1,3,0,1,,1,,0,0,0,0,0,0,0,0,1,1,1,386.0,437.3,502.4,1,1.0,140.0,120.0,100.0,120.0,40.0,520.0
1231,31,23,3,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
1232,17,19,3,1,1,5,1,,0,,0,0,0,0,0,0,0,0,1,1,0,394.1,431.0,,1,,,,,,,
1233,35,18,1,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,376.4,408.0,503.3,0,1.0,120.0,120.0,80.0,100.0,20.0,440.0
1234,29,22,3,1,1,3,1,,0,,0,0,0,0,0,0,0,0,1,1,1,432.8,536.5,506.9,1,1.0,120.0,80.0,40.0,40.0,0.0,280.0
1235,21,18,3,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,466.7,447.1,429.5,1,1.0,120.0,120.0,120.0,120.0,120.0,600.0
1236,41,21,1,1,1,1,1,,0,,0,0,0,0,0,0,0,0,1,1,1,581.5,663.0,595.9,1,1.0,140.0,160.0,160.0,140.0,140.0,740.0
1237,28,15,3,1,3,0,1,,1,,0,0,0,0,0,0,0,0,1,1,1,461.0,474.4,522.6,0,1.0,120.0,100.0,80.0,120.0,100.0,520.0
1238,25,28,3,1,1,10,1,,0,,0,0,0,0,0,0,0,0,1,1,1,480.6,485.2,439.0,1,1.0,120.0,100.0,80.0,120.0,80.0,500.0
1239,26,19,1,1,1,2,1,,0,,0,0,0,0,0,0,0,0,1,1,2,393.7,562.7,,1,,,,,,,
1240,41,17,3,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,435.7,463.2,369.5,0,1.0,120.0,60.0,40.0,80.0,20.0,320.0
1241,35,24,1,1,2,0,2,3.0,0,2.0,0,0,0,0,0,0,0,0,1,1,0,468.6,560.0,,0,,,,,,,
1242,43,19,2,1,2,0,2,3.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,426.1,483.5,505.8,1,1.0,120.0,120.0,120.0,120.0,140.0,620.0
1243,31,16,1,1,3,0,1,,1,,0,0,0,0,0,0,0,0,1,1,1,520.1,591.7,580.1,0,1.0,160.0,140.0,120.0,120.0,140.0,680.0
1244,12,20,1,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
1245,13,23,3,1,1,6,1,,0,,0,0,0,0,0,0,0,0,1,1,1,601.1,615.1,474.7,0,1.0,120.0,140.0,100.0,160.0,140.0,660.0
1246,23,17,3,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,512.7,530.7,475.3,1,1.0,120.0,120.0,120.0,120.0,40.0,520.0
1247,35,21,2,1,1,5,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,
1248,35,21,3,1,1,4,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,
1249,29,17,3,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,388.1,383.1,370.4,1,1.0,100.0,100.0,100.0,80.0,60.0,440.0
1250,31,29,3,1,1,10,1,,0,,0,0,0,0,0,0,0,0,1,1,1,499.2,567.9,565.4,1,1.0,120.0,60.0,80.0,100.0,120.0,480.0
1251,13,17,1,1,3,0,1,,1,,0,0,0,0,0,0,0,0,1,1,1,458.7,568.8,579.1,1,1.0,120.0,120.0,120.0,120.0,40.0,520.0
1252,15,19,3,1,1,1,1,,0,,0,0,0,0,0,0,0,0,1,1,1,594.5,661.4,592.6,0,1.0,140.0,200.0,200.0,160.0,140.0,840.0
1253,29,27,3,1,1,8,1,,0,,0,0,0,0,0,0,0,0,1,1,1,470.3,442.6,478.1,1,1.0,100.0,100.0,80.0,80.0,60.0,420.0
1254,35,25,1,1,1,5,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
1255,35,16,3,3,3,0,1,,1,,0,0,0,0,0,0,0,0,1,1,1,375.3,472.7,500.1,1,1.0,100.0,80.0,80.0,120.0,80.0,460.0
1256,26,32,0,2,1,5,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,
1257,25,25,3,1,1,6,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
1258,29,25,4,1,1,4,1,,0,,0,0,0,0,0,1,0,0,1,1,1,462.4,522.0,429.7,0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
1259,51,31,3,1,1,7,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
1260,29,17,3,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,447.4,484.8,416.7,1,1.0,100.0,80.0,100.0,120.0,40.0,440.0
1261,22,16,3,1,3,0,1,,1,,0,0,0,0,0,0,0,0,1,1,1,458.5,382.0,395.0,1,1.0,100.0,100.0,80.0,100.0,80.0,460.0
1262,31,31,3,1,1,10,1,,0,,0,0,0,0,0,0,0,0,1,1,1,393.2,584.8,514.8,1,1.0,140.0,120.0,120.0,120.0,120.0,620.0
1263,29,17,3,1,1,1,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,
1264,53,19,1,1,1,1,1,,0,,0,0,0,0,0,0,0,0,1,1,1,511.7,649.1,604.2,1,1.0,120.0,120.0,120.0,120.0,100.0,580.0
1265,31,19,1,1,1,3,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,
1266,23,18,3,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,392.2,564.8,542.0,1,1.0,160.0,120.0,120.0,120.0,100.0,620.0
1267,41,15,1,1,3,0,1,,1,,0,0,0,0,0,0,0,0,1,1,1,614.3,667.4,654.6,0,1.0,120.0,100.0,80.0,120.0,100.0,520.0
1268,31,21,3,1,1,4,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,
1269,41,17,1,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,0,423.4,502.9,,1,,,,,,,
1270,27,28,1,1,1,5,1,,0,,0,0,0,0,0,0,0,0,1,1,1,491.6,518.0,502.1,1,1.0,120.0,80.0,80.0,120.0,20.0,420.0
1271,15,21,3,1,1,7,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
1272,41,17,1,2,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,530.2,520.0,460.1,0,1.0,80.0,80.0,80.0,80.0,40.0,360.0
1273,35,17,3,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,396.5,392.3,431.7,1,1.0,120.0,60.0,100.0,120.0,20.0,420.0
1274,33,33,1,1,1,10,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
1275,31,19,2,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,384.2,518.1,455.3,0,1.0,80.0,100.0,80.0,80.0,40.0,380.0
1276,35,15,1,1,3,0,1,,1,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
1277,35,16,1,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,472.9,562.1,527.4,1,1.0,140.0,120.0,120.0,140.0,80.0,600.0
1278,21,20,2,2,2,0,2,3.0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
1279,52,18,4,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,429.6,521.0,370.7,1,1.0,140.0,140.0,160.0,140.0,100.0,680.0
1280,52,19,4,1,1,2,1,,0,,0,0,0,0,0,0,0,0,1,1,1,485.3,553.4,444.2,1,1.0,120.0,120.0,100.0,100.0,120.0,560.0
1281,35,19,3,1,1,1,1,,0,,0,0,0,0,0,0,0,0,1,1,1,398.7,520.6,443.5,0,1.0,140.0,120.0,120.0,120.0,80.0,580.0
1282,11,34,3,1,2,0,2,3.0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
1283,31,17,1,1,3,0,1,,1,,0,0,0,0,0,0,0,0,1,1,1,406.1,440.8,428.2,1,1.0,120.0,120.0,120.0,100.0,120.0,580.0
1284,23,17,3,1,3,0,1,,1,,0,0,0,0,0,0,0,0,1,1,1,451.4,569.8,493.2,1,1.0,120.0,120.0,120.0,120.0,120.0,600.0
1285,23,29,1,1,1,10,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
1286,35,27,1,1,1,9,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,
1287,53,43,1,1,1,10,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,
1288,29,18,0,1,2,0,2,1.0,0,2.0,1,0,0,0,0,0,0,0,1,1,1,447.9,440.7,451.4,1,1.0,120.0,120.0,120.0,120.0,60.0,540.0
1289,29,18,2,1,1,1,1,,0,,0,0,0,0,0,0,0,0,1,1,1,463.3,535.8,473.9,0,1.0,120.0,100.0,100.0,80.0,0.0,400.0
1290,35,17,1,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,504.1,601.3,477.6,0,1.0,120.0,120.0,100.0,120.0,40.0,500.0
1291,31,22,1,1,1,3,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,
1292,23,17,3,1,3,0,1,,1,,0,0,0,0,0,0,0,0,1,1,1,440.5,456.6,450.9,1,1.0,100.0,120.0,100.0,80.0,100.0,500.0
1293,23,15,3,1,3,0,1,,1,,0,0,0,0,0,0,0,0,1,1,1,381.9,467.0,439.0,0,1.0,80.0,100.0,80.0,80.0,40.0,380.0
1294,53,24,3,1,4,0,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
1295,33,18,4,1,2,0,3,1.0,0,4.0,0,0,0,0,0,0,0,0,1,1,1,600.7,608.6,639.1,0,1.0,160.0,180.0,180.0,160.0,80.0,760.0
1296,41,18,1,1,2,0,2,3.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,423.8,449.1,444.3,0,1.0,80.0,80.0,80.0,80.0,0.0,320.0
1297,15,34,3,1,1,5,1,,0,,0,0,0,0,0,0,0,0,1,1,1,563.9,584.5,529.3,1,1.0,120.0,120.0,100.0,120.0,100.0,560.0
1298,35,18,2,2,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,
1299,23,17,3,1,3,0,1,,1,,0,0,0,0,0,0,0,0,1,1,1,373.3,399.2,450.4,1,1.0,120.0,120.0,100.0,100.0,40.0,480.0
1300,21,37,3,1,1,5,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,
1301,15,22,3,1,1,4,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,
1302,26,27,1,1,1,8,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
1303,24,20,3,1,1,2,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,
1304,29,17,2,1,2,0,2,1.0,0,2.0,0,0,0,0,0,1,0,0,1,1,1,487.2,498.2,505.1,1,1.0,100.0,120.0,140.0,120.0,100.0,580.0
1305,35,17,1,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,550.0,584.2,528.5,0,1.0,120.0,120.0,100.0,120.0,120.0,580.0
1306,31,16,2,1,3,0,1,,1,,0,0,0,0,0,0,0,0,1,1,1,515.0,565.9,569.6,0,1.0,160.0,160.0,160.0,180.0,120.0,780.0
1307,29,46,3,1,1,10,1,,0,,0,0,0,0,0,0,0,0,1,1,1,625.3,658.2,604.3,0,1.0,120.0,40.0,40.0,100.0,60.0,360.0
1308,31,17,1,1,3,0,1,,1,,0,0,0,0,0,0,0,0,1,1,1,589.5,653.4,646.3,0,1.0,160.0,160.0,120.0,120.0,120.0,680.0
1309,29,33,3,1,3,0,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,
1310,31,16,3,1,3,0,1,,1,,0,0,0,0,0,0,0,0,1,1,1,368.7,519.1,558.1,0,1.0,120.0,120.0,120.0,120.0,120.0,600.0
1311,13,39,3,1,1,10,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
1312,26,21,3,1,1,4,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
1313,27,18,3,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,432.1,527.5,544.2,0,1.0,120.0,120.0,80.0,100.0,100.0,520.0
1314,35,18,2,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,482.0,401.2,420.0,1,1.0,80.0,80.0,80.0,80.0,20.0,340.0
1315,31,22,4,1,4,0,1,,0,,0,0,0,0,0,0,0,0,1,1,0,410.7,457.5,,0,,,,,,,
1316,17,19,1,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,416.8,447.5,386.1,1,1.0,120.0,120.0,100.0,100.0,80.0,520.0
